id,name
quickswap-v3-astar-zkevm,QuickSwap V3 (Astar zkEVM)
quickswap-v3-immutable-zkevm,QuickSwap V3 (Immutable zkEVM)
quickswap-v3-manta-pacific,Quickswap V3 (Manta Pacific)
quickswap-v3-soneium,Quickswap V4 (Soneium)
quickswap_v3_x_layer,Quickswap V3 (X Layer)
quipuswap,Quipuswap
rabbitswap,RabbitSwap
rabbitx,RabbitX
raccoonswap,RaccoonSwap
radioshack_ethereum,RadioShack (Ethereum)
ra-exchange,Ra Exchange
ra-exchange-v1,Ra Exchange V1
ramses,Ramses
ramses-v2,Ramses V2
rawr-trade,Rawr Trade
raydium2,Raydium
raydium-clmm,Raydium (CLMM)
rcpswap,RCP Swap
reddex-bsc,Reddex (BSC)
ref_finance,Rhea Finance
reservoir-v2,Uniswap V2 (Reservoir on Zero)
reservoir-v3,Uniswap V3 (Reservoir on Zero)
retherswap,Retherswap
retro,Retro
revoswap-v2,Revoswap V2
ring-exchange-blast,Ring Exchange
ritsu,Ritsu
robots-farm-base,Robots.Farm
rockswap,Rockswap
roguex-protocol,RogueX Protocol 
rooster-protocol,Rooster Protocol
rubicon-arbitrum-one,Rubicon (Arbitrum One)
rubicon-base,Rubicon (Base)
rubicon-optimism,Rubicon (Optimism)
safe_trade,SafeTrade
sailfish,SailFish
sailor,Sailor
saitaswap-bsc,SaitaSwap (BSC)
saitaswap-ethereum,SaitaSwap (Ethereum)
sakeswap,SakeSwap
saros,Saros AMM
satori-base,Satori (Base)
satori-linea,Satori (Linea)
saturn-swap,Saturn Swap
saucerswap,Saucerswap V1
saucerswap-v2,Saucerswap V2
scribe,Scribe
secondbtc,SecondBTC
secta-finance-v2,Secta Finance V2 (Linea)
secta-finance-v3,Secta Finance V3 (Linea)
seedfi,SeedFi
sega,Sega
shade_protocol,Shade Protocol
shadow-exchange,Shadow Exchange
shadowswap,ShadowSwap
sharkswap,SharkSwap
sharkswap-sx-rollup,Sharkswap (SX Rollup)
shibaswap,Shibaswap (Ethereum)
shibaswap-shibarium,Shibaswap (Shibarium)
shibswap,ShibSwap
shido-dex,Shido Dex
shimmersea,MagicSea (ShimmerEVM)
sideswap,Sideswap
silkswap,SilkSwap
silverswap,Silverswap
skydrome,Skydrome
skydrome-v2,Skydrome V2
slex,Slex
smardex-arbitrum,SmarDex (Arbitrum)
smardex-base,SmarDex (Base)
smardex-bsc,SmarDex (BSC)
smardex-ethereum,SmarDex
smardex-polygon,SmarDex (Polygon)
sobal,Sobal (Neon EVM)
solarbeam,Solarbeam
solarflare,Solarflare
solidlizard,SolidLizard
solidly,Solidly V1 (Fantom)
solidlydex,Solidly V2 (Ethereum)
solidly-v3,Solidly V3 (Ethereum)
solidly-v3-arbitrum,Solidly V3 (Arbitrum)
solidly-v3-base,Solidly V3 (Base)
solidly-v3-fantom,Solidly V3 (Fantom)
solidly-v3-optimism,Solidly V3 (Optimism)
solidly-v3-sonic,Solidly V3 (Sonic)
solisnek,SoliSnek
sologenic,Sologenic
sonefi,SoneFi
sonex,Sonex
sonic,Sonic
sonus-v3,Sonus V3
soswap,Soswap
soulswap,Soulswap
sovryn,Sovryn DEX (Rootstock)
sovryn-dex-bob-network,Sovryn DEX (Bob Network)
spacefi,SpaceFi
spacefi_zksync,SpaceFi (ZkSync)
sparkdex-v3,SparkDEX V3
sparkdex-v3-1,SparkDEX V3.1
spartadex,SpartaDEX
spartan_protocol,Spartan Protocol
spectrum_finance,Spectrum Finance
sphynx_brise,Sphynx (Brise)
sphynx_swap,Sphynx Swap (BSC)
spice_trade_avalanche,Spice Trade (Avalanche)
spicyswap,Spicyswap
spinaqdex,SpinaqDex
spiritswap,SpiritSwap
spiritswap_v2,SpiritSwap (V2)
splash,Splash
spookyswap,SpookySwap
spookyswap-v2-sonic,Spookyswap V2 (Sonic)
spookyswap-v3,SpookySwap V3 
spookyswap-v3-sonic,SpookySwap V3 (Sonic)
squadswap-v2-bsc,SquadSwap Dynamo (BSC)
squadswap-v3-bsc,SquadSwap WOW (BSC)
squidswap,Squidswap
stabble,stabble
stake_cube,StakeCube Exchange
starkdefi,StarkDefi
stationdex-v3-x-layer,StationDEX V3 (x Layer)
steam-exchange-rails-network,Rails Network Swap
stellar_term,StellarTerm
stellaswap,StellaSwap
stellaswap-v3,Stellaswap (V3)
stellaswap-v4,StellaSwap V4
step-exchange,Step Exchange
step_finance,Step Finance
ston_fi,STON.fi
stonfi-v2,STON.fi (V2)
story-hunt,Story Hunt
stratum-exchange,Stratum Exchange
suiswap,Suiswap
sundaeswap,Sundaeswap
sunswap_v1,SUN.io
sunswap-v2,SunSwap V2
sunswap-v3,SunSwap V3
supswap,SupSwap
surf-protocol,Surf Protocol
surfswap,Surfswap
sushiswap,Sushiswap
sushiswap-aptos,SushiSwap (Aptos)
sushiswap_arbitrum,Sushiswap (Arbitrum One)
sushiswap_arbitrum_nova,Sushiswap (Arbitrum Nova)
sushiswap_avalanche,Sushiswap (Avalanche)
sushiswap_bsc,Sushiswap (BSC)
sushiswap_celo,Sushiswap Celo
sushiswap_fantom,Sushiswap (Fantom)
sushiswap_harmony,Sushiswap (Harmony)
sushiswap_polygon_pos,Sushiswap (Polygon POS)
sushiswap-v2-base,Sushiswap V2 (Base)
sushiswap-v3-arbitrum,Sushiswap V3 (Arbitrum)
sushiswap-v3-arbitrum-nova,Sushiswap V3 (Arbitrum Nova)
sushiswap-v3-base,SushiSwap V3 (Base)
sushiswap-v3-bsc,Sushiswap V3 (BSC)
sushiswap-v3-core,Sushiswap V3 (Core)
sushiswap-v3-ethereum,Sushiswap V3 (Ethereum)
sushiswap-v3-fantom,Sushiswap V3 (Fantom)
sushiswap-v3-filecoin,SushiSwap V3 (Filecoin)
sushiswap-v3-gnosis,Sushiswap V3 (Gnosis)
sushiswap-v3-linea,Sushiswap V3 (Linea)
sushiswap-v3-optimism,Sushiswap V3 (Optimism)
sushiswap-v3-polygon,Sushiswap V3 (Polygon)
sushiswap-v3-polygon-zkevm,Sushiswap V3 (Polygon zkEVM)
sushiswap-v3-scroll,SushiSwap V3 (Scroll)
sushiswap-v3-skale,SushiSwap V3 (SKALE)
sushiswap-v3-sonic,Sushiswap V3 (Sonic)
sushiswap-v3-thundercore,Sushiswap V3 (ThunderCore)
sushiswap-v3-zetachain,Sushiswap V3 (ZetaChain)
sushiswap_xdai,Sushiswap (xDai)
swapbased,SwapBased
swapbased-v3,SwapBased V3
swapblast,SwapBlast
swap-country,Swap
swapline-shimmerevm,Swapline (ShimmerEVM) 
swapmode,SwapMode
swappi,Swappi
swapr_arbitrum,Swapr (Arbitrum)
swapr_ethereum,Swapr (Ethereum)
swapr_xdai,Swapr (Xdai)
swapsicle,Swapsicle
swapsicle-telos,Swapsicle (Telos)
swapsicle-v2-mantle,Swapsicle V2 (Mantle)
swapsicle-v2-telos,Swapsicle V2 (Telos)
swapx-algebra,SwapX Algebra
swapx-v2,SwapX V2
swopfi,Swopfi
swop_fi,Swop.Fi
swych,SWYCH
syncswap,SyncSwap
syncswap-linea,SyncSwap (Linea)
syncswap-scroll,SyncSwap (Scroll)
syncswap-v2-1-linea,SyncSwap V2.1 (Linea)
syncswap-v2-1-scroll,SyncSwap V2.1 (Scroll)
syncswap-v2-1-zksync,SyncSwap V2.1 (zkSync)
syncswap-v2-zksync,SyncSwap (zkSync)
syncswap-v3-zksync,SyncSwap V3 (zkSync)
synfutures,SynFutures
synthswap,Synthswap
synthswap-v3,Synthswap V3
taikoswap,TaikoSwap
tangleswap-milkomeda-cardano,TangleSwap (Milkomeda Cardano)
tangoswap,TangoSwap
tanx,tanX
tapbit,Tapbit
taraswap,Taraswap
tdax,Orbix
tealswap,Tealswap
templedao,TempleDAO
terraport,Terraport
terraswap,Terraswap Classic
tesseract-world,Tesseract World
tethys,Tethys Finance
tetuswap,Tetuswap
tfm,Terraformer
thala,ThalaSwap V1
thalaswap-v2,ThalaSwap V2
thena,THENA
thena-fusion,THENA FUSION
thena-opbnb,THENA (opBnb)
thorswap,THORChain
thorwallet,THORWallet DEX
thruster-v2-0-3-fee-tier,Thruster V2 (0.3% Fee Tier)
thruster-v2-1-0-fee-tier,Thruster V2 (1.0% Fee Tier)
thruster-v3,Thruster V3
tinyman,Tinyman
tokan-exchange,Tokan Exchange
tokenize,Tokenize
tokenlon,Tokenlon
toko_crypto,TokoCrypto
tokpie,Tokpie
tomb_swap_fantom,Tomb Swap (Fantom)
toobit,Toobit
toobit_derivatives,Toobit Futures
trade_ogre,TradeOgre
traderjoe,LFJ
traderjoe-v2-1-arbitrum,LFJ V2.1 (Arbitrum)
traderjoe-v2-1-avalanche,LFJ V2.1 (Avalanche)
traderjoe-v2-1-bsc,LFJ V2.1 (BSC)
traderjoe-v2-2-arbitrum,LFJ V2.2 (Arbitrum)
traderjoe-v2-2-avalanche,LFJ V2.2 (Avalanche)
traderjoe-v2-arbitrum,LFJ V2 (Arbitrum)
traderjoe-v2-avalanche,LFJ V2
trado,Trado
tranquil_finance,Tranquil Finance
treble-v4,Treble V4
trisolaris,Trisolaris
tropical_finance,Tropical Finance
trubit,Trubit
turbos-finance,Turbos Finance
ubeswap,Ubeswap V2
ubeswap-v3,Ubeswap V3
unchain-x,Unchain X
unicly,Unicly
unisat,UniSat
unisat_runes,UniSat (Runes)
uniswap-bsc,Uniswap V3 (BSC)
uniswap_v2,Uniswap V2 (Ethereum)
uniswap-v2-abstract,Uniswap V2 (Abstract)
uniswap-v2-arbitrum,Uniswap V2 (Arbitrum)
uniswap-v2-avalanche,Uniswap V2 (Avalanche)
uniswap-v2-base,Uniswap V2 (Base)
uniswap-v2-blast,Uniswap V2 (Blast)
uniswap-v2-bsc,Uniswap V2 (BSC) 
uniswap-v2-optimism,Uniswap V2 (Optimism)
uniswap-v2-polygon,Uniswap V2 (Polygon)
uniswap-v2-unichain,Uniswap V2 (Unichain)
uniswap-v2-world-chain,Uniswap V2 (World Chain)
uniswap_v3,Uniswap V3 (Ethereum)
uniswap-v3-abstract,Uniswap V3 (Abstract)
uniswap_v3_arbitrum,Uniswap V3 (Arbitrum One)
uniswap-v3-avalanche,Uniswap V3 (Avalanche)
uniswap-v3-base,Uniswap V3 (Base)
uniswap-v3-blast,Uniswap V3 (Blast)
uniswap_v3_celo,Uniswap V3 (Celo)
uniswap_v3_optimism,Uniswap V3 (Optimism)
uniswap_v3_polygon_pos,Uniswap V3 (Polygon)
uniswap-v3-unichain,Uniswap V3 (Unichain)
uniswap-v3-world-chain,Uniswap V3 (World Chain)
uniswap-v3-zksync,Uniswap V3 (zkSync)
uniswap-v3-zora,Uniswap V3 (Zora)
uniswap-v4-arbitrum,Uniswap V4 (Arbitrum)
uniswap-v4-avalanche,Uniswap V4 (Avalanche)
uniswap-v4-base,Uniswap V4 (Base)
uniswap-v4-bsc,Uniswap V4 (BSC)
uniswap-v4-ethereum,Uniswap V4 (Ethereum)
uniswap-v4-optimism,Uniswap V4 (Optimism)
uniswap-v4-polygon,Uniswap V4 (Polygon)
uniswap-v4-unichain,Uniswap V4 (Unichain)
universal-swaps,UniversalSwaps
upbit,Upbit
upbit_indonesia,Upbit Indonesia 
usdfi,USDFI
valr,VALR
valr-futures,VALR Futures
vanillaswap-v2-defimetachain,VanillaSwap V2 (DefiMetaChain)
vanillaswap-v3-defimetachain,VanillaSwap V3 (DefiMetaChain)
vapordex,VaporDex
vapordex-v2,VaporDEX V2
velar-stacks,Velar (Stacks)
velocimeter-base,Velocimeter (Base)
velocimeter-fantom,Velocimeter (Fantom)
velocimeter-iota-evm,Velocimeter (Iota EVM)
velocimeter_v2,Velocimeter V2
velocimeter-v3,Velocimeter V3
velocore,Velocore
velocore-v2-telos,Velocore V2 (Telos)
velocore-v2-zksync,Velocore V2 (ZkSync)
velodrome,Velodrome Finance
velodrome-finance-slipstream,Velodrome SlipStream (Optimism)
velodrome-finance-slipstream-celo,Velodrome Finance Slipstream (Celo)
velodrome-finance-slipstream-fraxtal,Velodrome Finance Slipstream (Fraxtal)
velodrome-finance-slipstream-ink,Velodrome Finance Slipstream (Ink)
velodrome-finance-slipstream-lisk,Velodrome Finance Slipstream (Lisk)
velodrome-finance-slipstream-mode,Velodrome Finance Slipstream (Mode)
velodrome-finance-slipstream-soneium,Velodrome Finance Slipstream (Soneium)
velodrome-finance-slipstream-superseed,Velodrome Finance Slipstream (Superseed)
velodrome-finance-slipstream-swellchain,Velodrome Finance Slipstream (Swellchain)
velodrome-finance-slipstream-unichain,Velodrome Finance Slipstream (Unichain)
velodrome-finance-v2,Velodrome Finance V2 (Optimism)
velodrome-finance-v2-fraxtal,Velodrome Finance V2 (Fraxtal)
velodrome-finance-v2-ink,Velodrome Finance V2 (Ink)
velodrome-finance-v2-mode,Velodrome Finance V2 (Mode)
velodrome-finance-v2-swellchain,Velodrome Finance V2 (Swellchain)
velodrome-finance-v2-unichain,Velodrome Finance V2 (Unichain)
verse,Verse
vertex-edge-abstract,Vertex Edge (Abstract)
vertex-edge-base,Vertex Edge (Base)
vertex-edge-mantle,Vertex Edge (Mantle)
vertex-edge-sei,Vertex Edge (Sei)
vertex-edge-sonic,Vertex Edge (Sonic)
vertex_protocol_derivatives,Vertex Edge (Arbitrum)
vertex-protocol-spot,Vertex (Spot)
verylongswap,VeryLongSwap
vessel-finance,Vessel Finance
vest-exchange-futures,Vest Exchange
vindax,Vindax
viridian,Viridian
virtuswap,VirtuSwap
virtuswap-arbitrum-one,VirtuSwap (Arbitrum One)
voltage_finance,Voltage Finance
voltage-finance-v3,Voltage Finance V3
voltage-finance-v4,Voltage Finance V4
voltswap_meter,Voltswap (Meter)
vvs,VVS Finance
vvs-v3-ethereum,VVS V3 (Ethereum)
wagmi-ethereum,WAGMI (Ethereum)
wagmi-iota-evm,WAGMI (Iota EVM)
wagmi-kava,WAGMI (Kava)
wagmi-metis,WAGMI (Metis)
wagmi-sonic,Wagmi (Sonic)
wagmi-zklink-nova,WAGMI (zkLink Nova)
wagmi-zksync,WAGMI (zkSync)
wagyuswap,WagyuSwap
wannaswap,Wannaswap
wanswap,WanSwap
warpgate,WarpGate
wavelength,Wavelength
waves,WX Network
wazirx,WazirX
w-dex-polygon,W-DEX (Polygon) 
web3_world,Web3.World
websea,Websea
weex,WEEX
weex-futures,WEEX (Futures)
wemix_fi,WEMIX.Fi
whitebit,WhiteBIT
whitebit_futures,WhiteBIT Futures
white-whale-chihuahua,White Whale (Chihuahua)
white-whale-juno,White Whale (Juno)
white-whale-migaloo,White Whale (Migaloo)
white_whale_osmosis,White Whale (Osmosis)
white_whale_terra,White Whale (Terra)
wigoswap,Wigoswap
wingriders,WingRiders
wombat,Wombat Exchange (BNB)
wombat_arbitrum,Wombat (Arbitrum)
woofi,WOOFi
woofswap,WoofSwap
woo_network_futures,WOO X (Futures)
wootrade,WOO X
wufiswap,Wufiswap
x7-finance-base,X7 Finance (Base)
x7-finance-ethereum,X7 Finance (Ethereum)
xave,Xave Finance
xdx,XDX
xeggex,XeggeX
xswap,XSwap
xswap-v3,XSwap Protocol V3
xt,XT.COM
xt_derivatives,XT.COM (Derivatives)
yaka-finance,Yaka Finance
yaka-finance-v3,Yaka Finance V3
yobit,YoBit
yodeswap,Yodeswap
yokaiswap,Yokaiswap
yoshi_exchange_bsc,Yoshi.exchange (BSC)
yoshi_exchange_ftm,Yoshi.exchange (Fantom)
zaif,Zaif
zbx,ZBX
zebitex,Zebitex
zebpay,ZebPay
zenlink_astar,Zenlink (Astar)
zenlink_bitfrost_kusama,Zenlink (Bifrost Kusama)
zenlink_moonbeam,Zenlink (Moonbeam)
zenlink_moonriver,Zenlink (Moonriver)
zipmex,Zipmex
zipswap,ZipSwap
zkera_finance,zkEra Finance
zkera-finance-metis,zkEra Finance (Metis)
zkera-finance-telos,zkEra Finance (Telos)
zkswap-finance,zkSwap Finance
zkswap-finance-stableswap,zkSwap Finance StableSwap
zkswap-v3,zkSwap Finance V3
zoomex,Zoomex
zora-energy-swap,Zora Energy Swap
zyberswap,Zyberswap
